,Channel_Name,Language,Tags,Last Played Game,Game ID,ChannelID,Count
479,drgluon,en,"['English', 'BackseatGamingAllowed', 'itsafez', 'funny', 'Cozy', 'wholesome']",Black Myth: Wukong,519291,56361303,4791
480,derhauge,de,"['Deutsch', 'Japan', 'chill']",RimWorld,394568,71753298,12404
481,dmt_tv,th,"['ไทย', 'ภาษาไทย']",Ragnarok X: Next Generation,431371739,122017703,5451
482,dopa24,ko,"['도파', '실력방송', '한국어']",Just Chatting,509658,536083731,21094
483,eduardo_hook,en,"['English', 'Vtuber']",Just Chatting,509658,72414688,9930
484,dougisraw,en,"['Im', 'in', 'your', 'walls', 'English']",Call of Duty: Warzone,512710,54498880,10530
485,dvm_medja,fr,['Français'],IRL,509672,132199022,31865
486,ej_sa,en,['English'],Kerbal Space Program,32742,26374918,5394
487,dreamalt,en,['English'],Minecraft,27471,261728433,550
488,drfeelgood,fr,['Français'],Among Us,510218,38350595,22060
489,dekarldent,de,"['Vegan', 'Chatting', 'Soy', 'News', 'Artist', 'Politik', 'Deutsch']",Just Chatting,509658,137907801,17784
490,dendi,en,"['English', 'dota2', 'MOBA', 'newpatch']",Dota 2,29595,39176440,33431
491,dhalucard,de,"['Gaming', 'Multiplayer', 'Competitive', 'Variety', 'Dhalucard', 'Deutsch', 'CoStream']",Black Myth: Wukong,519291,16064695,97905
492,diegosaurs,en,"['English', 'BipolarDisorder', 'ADHD']",League of Legends,21779,73779954,37124
493,disnof,en,['English'],7 Days to Die,271304,46029485,7616
494,divi,de,"['challenge', 'soulslike', 'German', 'Deutsch']",Black Myth: Wukong,519291,64949289,11078
495,dskoopa,en,"['Business', 'BehindTheScenes', 'Shopping', 'Retro', 'English', 'IRL']",Just Chatting,509658,56962861,4142
496,dutchsinseofficial,en,['English'],Science & Technology,509670,107939114,3695
497,elbokeron,es,['Español'],Just Chatting,509658,74547642,9889
498,ellesmere_gaming,en,['English'],World of Warcraft,18122,146094553,5310
499,distortion2,en,"['Speedrun', 'Chad', 'Loves', 'Anime', 'And', 'Stalling', 'English']",Black Myth: Wukong,519291,36324138,51683
500,dolphinchemist,en,"['genius', 'bernie', 'markov', 'English', 'Esperanto', 'NoBackseating']",Knock on the Coffin Lid,516978,23946146,16089
501,elposhas_,es,['Español'],Just Chatting,509658,474070323,884
502,elwycco,ru,['Русский'],RimWorld,394568,94849379,20757
503,esl_wc3,en,['Esports'],Warcraft III,12924,130447455,48
504,eslcs_es,es,"['Esports', 'ESL', 'Europa', 'Español', 'IEM', 'cs', 'counterstrike2']",Counter-Strike,32399,28608943,18549
505,esports_alliance,th,esports_alliance,PUBG: BATTLEGROUNDS,493057,196327334,13435
506,farhadxray,en,"['fps', 'farsi', 'iran', 'persianstreamer', 'farhadxray', 'gamer', 'English']",Call of Duty: Warzone,512710,280541454,29822
507,flexz,es,"['Español', 'warzone', 'calldofduty', 'tecladoyraton']",Black Myth: Wukong,519291,39850052,22896
508,elotrix,de,['Deutsch'],Just Chatting,509658,43286888,31962
509,emongg,en,"['English', 'DropsEnabled']",Overwatch 2,515025,23220337,27152
510,esamarathon,en,"['Speedrun', 'Tournament', 'English', 'Rerun']",TETR.IO,517447,54739364,17714
511,esfandtv,en,"['English', 'IRL', 'OTK', 'Football', 'CFB', 'Events', 'collegefootball', 'eacfb25', 'FGC', 'GTARP']",Madden NFL 25,1320984402,38746172,125007
512,evonmoss,tr,['Türkçe'],Just Chatting,509658,139848119,11424
513,fire_kitchen,en,['English'],ASMR,509659,500770605,12156
514,flurry1989,ko,['한국어'],Just Chatting,509658,92371909,25748
515,elrichmc,es,['Español'],Minecraft,27471,30651868,32388
516,fairlight_excalibur,en,"['Educational', 'Gigachad', 'Analyst', 'Reviewer', 'English', 'NoSpoilers', 'Variety', 'chilll', 'nontoxic']",Sins of a Solar Empire II,1467844705,54989347,20287
517,fandercs,ru,['Русский'],Counter-Strike,32399,174053656,14015
518,fenohs,en,['English'],Hearthstone,138585,108604081,9711
519,firedragon,en,['English'],Cat Quest III,319442930,40028988,5718
520,fitzyhere,en,"['Chill', 'Positivity', 'Sombra', 'English', 'DropsEnabled']",Overwatch 2,515025,23155607,8154
521,flight23white,en,['English'],Fortnite,33214,51270104,39883
522,esportmaniacos,es,['Español'],League of Legends,21779,99625250,30113
523,eternalenvyy,en,"['Educational', 'English']",Call of Dragons,561028012,26954716,17219
524,fasoollka,ru,"['Русский', 'чат', 'беседа', 'шоу', 'фасолька', '150см', 'разговоры', 'игры', '39кгМышц']",Just Chatting,509658,425608057,18171
525,faux,en,['English'],Old School RuneScape,459931,40980097,24128
526,felps,pt,"['Felps', 'Variedade', 'Português', 'FelpsFelps', 'FelpsFelpsFelps', 'FelpsFelpsFelpsFelps', 'FelpsFelpsFelpsFelpsFelps']",Just Chatting,509658,30672329,33609
527,emilyywang,en,"['FUTUREWORLDSWINNER', 'FUTURERANK1', 'COMPETITIVE', 'English', 'Chinese中文']",Just Chatting,509658,36594525,25155
528,eskc,fr,['Français'],ELDEN RING,512953,183819202,12023
529,esl_sc2,en,"['Esports', 'English']",StarCraft II,490422,30220059,40199
530,etalyx,en,['English'],Out of the Park Baseball 25,1063665418,28054687,5822
531,evaanna,en,"['girl', 'women', 'IRL', 'Outdoors', 'fitness', 'Cosplay', 'English', 'Russian', 'Türkçe', 'VisualASMR']",Just Chatting,509658,130784874,43714
532,faah,pt,faah,VALORANT,516575,147982491,1239
533,faiar,ro,"['Română', 'Romania', 'Romanian']",Just Chatting,509658,93179860,13853
534,failverde,zh,"['中文', '抽卡不歪', '訂閱免廣告', '启用掉宝']",Zenless Zone Zero,456845141,23852822,23249
535,elspreen,es,"['Spreen', 'Español']",Just Chatting,509658,157658336,79987
536,fanum,en,"['hispanic', 'AMP', 'oversized', 'nyc', 'black', 'D10', 'fanumtax', 'Dominicano', 'Español', 'México']",Just Chatting,509658,139251406,18063
537,fares_salvatoree,fr,['Français'],Fortnite,33214,679162237,7492
538,fazesway,en,['English'],Black Myth: Wukong,519291,416689874,35390
539,faker,ko,faker,League of Legends,21779,43691,173570
540,elwind,tr,"['Türkçe', 'Türkçe', 'Türkiye', 'Turkish', 'elwind', 'Turkey', 'lol']",League of Legends,21779,71761252,39081
541,es4xtank,ru,"['csgo', 'Победитель', 'тигр', 'Шоу', 'Турниры', 'Киберспорт', 'ДЕД', 'ТОП', 'Русский', 'интересный']",Counter-Strike,32399,144663813,8234
542,esl,en,"['Esports', 'English']",Dota 2,29595,67834893,2868
543,esl_csgo,en,esl_csgo,esl_csgo,esl_csgo,936264266,516764
544,ezekiel_iii,en,"['English', 'ClosedCaptions', 'Humor', 'Swearing']",Gothic,1818,14410317,14556
545,fantabobshow,fr,"['Français', 'BobLennon']",Hyrule Warriors,418067,29188740,12511
546,fengrush,en,"['English', 'DropsEnabled']",Guild Wars 2,19357,94269217,7798
547,elojoninja,es,"['LoL', 'Nidalee', 'Gragas', 'ElOjoNinja', 'Español', 'TARKOV', 'WIPEDAY', 'leesin', 'leagueoflegends']",Just Chatting,509658,39692658,24805
548,fenya,ru,"['Русский', 'Шутеры', 'Токсичность']",Delta Force,1282866981,102302893,16901
549,falcodrin,en,"['stream', 'english', 'English']",Just Chatting,509658,39705645,2760
550,flamuu,en,"['English', 'Drops']",Special Events,509663,63867913,14250
551,eybl3,en,['English'],Sports,518203,703580466,3
552,etoiles,fr,['Français'],Just Chatting,509658,85800130,53546
553,fl0m,en,"['BEARD', 'Washed', 'Pro', 'CONTENT', 'FAT', 'NotFat', 'NOTlate', 'SwoleDaddy', 'English']",Counter-Strike,32399,25093116,26241
554,flackjk,ru,"['FJK', 'FlackJK', 'Киберспорт', 'Победитель', 'BIGW', 'Русский']",Black Myth: Wukong,519291,40950213,4676
555,flamekr,ko,"['프로게이머', '호감형', '한국어', 'HPOMEN']",Just Chatting,509658,141541560,17944
556,et_1231,zh,['中文'],Just Chatting,509658,117348035,44551
557,enzzai,ru,"['Русский', 'Кудрявый', 'Мама', 'Папа', 'Я', 'Веселая', 'Семья', 'TogetherForGood', 'Благотворительность']",Just Chatting,509658,467031116,9148
558,euriece,ja,"['日本語勉強', '日本語', 'ユリース', 'EURIECE', '雑談']",VALORANT,516575,206506086,71276
559,emadgg,en,['English'],Fortnite,33214,154526718,24263
560,eryctriceps,en,"['English', 'Faceit', 'CS2', 'Pro', 'Premier']",Counter-Strike,32399,85943836,13184
561,exequiel,es,"['Español', 'GTAⅤ', 'Roleplay', 'marbella', 'marbellavice']",Rust,263490,168059152,5469
562,faide,en,"['movement', 'solo', 'trios', 'Apex', 'wraith', 'English', 'ADHD']",Apex Legends,511224,51065352,33808
563,falgwang,ko,"['도적', '귀마개', '와우', '한국어']",World of Warcraft,18122,111849561,5012
564,farfa,en,"['pepega', 'yugioh', 'scottish', 'arab', 'algerian', 'masterduel', 'nobackseating', 'English']",Just Chatting,509658,102680338,13912
565,fextralife,en,"['firstplaythrough', 'halloween', 'horror', 'English']",Marbles on Stream,509511,156037856,575272
566,flats,en,"['English', 'DropsEnabled']",Overwatch 2,515025,141429177,11867
567,erobb221,en,['English'],Dee's Nuts,1596835096,96858382,30843
568,enviosity,en,"['English', 'Drops', 'F2P', 'Anime', 'Educational', 'Wholesome', 'Weeb', 'Slime', 'Gacha', 'Vtuber']",Zenless Zone Zero,456845141,44390855,102452
569,evelone192,ru,['Русский'],Just Chatting,509658,39426641,130451
570,excessiveprofanity,en,"['English', 'Blind', 'NoBackseating', 'NoSpoilers']",Black Myth: Wukong,519291,38640167,13014
571,f1ashko,ru,['Русский'],Wolfenstein II: The New Colossus,497439,43578182,15324
572,fanhots,en,"['English', 'PvP', 'MOBA']",Heroes of the Storm,32959,42556012,10058
573,fifatargrean,th,"['ไทย', 'ภาษาไทย']",Just Chatting,509658,134039697,13720
574,elxokas,es,['Español'],Black Myth: Wukong,519291,31919607,357511
575,elraenn,tr,['Türkçe'],Just Chatting,509658,165080419,167365
576,elreyguiri_f1,es,"['Español', 'Formula1', 'elreyguiri', 'f124', 'f12024', 'gpespaña']",F1 24,627798963,231579912,7446
577,evo,en,"['English', 'ViewerRewards']",Street Fighter 6,55453844,30917811,148
578,faith,en,"['English', 'Girl', 'Lego', 'Woman', 'Canada', 'Canadian', 'ADHD', 'Ginger', 'Redhead', 'ASMR']",Just Chatting,509658,160538649,2007
579,farfadoxvevo,es,['Español'],Counter-Strike,32399,224818031,30954
580,fifakillvizualz,en,['English'],Call of Duty: Warzone,512710,104659233,28778
581,finaolive,en,['English'],Just Chatting,509658,415009669,8437
582,elmiillor,es,"['Español', 'LeagueaofLegends', 'españa', 'andorra', 'justchatting', 'elmillor', 'elmiillor', 'salseo', 'Repetir']",League of Legends,21779,44880944,70769
583,eray,tr,"['EROTV', 'Türkçe']",Just Chatting,509658,131403189,33302
584,ethos,en,"['fps', 'valorant', 'english', 'competitive', 'ranked', 'English', 'DropsEnabled']",Spectre Divide,1451084268,44558619,38028
585,everyeyeit,it,"['videogiochi', 'notizie', 'tech', 'Italiano', 'CoStream']",Just Chatting,509658,52160263,9011
586,farmhouse78,en,"['roleplay', 'rp', 'nopixel', 'fivem', 'English', 'stevenhayes', 'farmhouse78', 'ONX', 'ONXRP', 'NoPixelWL']",Grand Theft Auto V,32982,6864499,3111
587,empyriangaming,en,"['Educational', 'cozy', 'PvE', 'English', 'Leveling', 'ASMR', 'drops', 'Farming', 'English']",Path of Exile,29307,48631915,14606
588,exbc,en,"['English', 'LiveVlogging', 'outdoor', 'Korea', 'Travel', 'IRL', 'Cooking', 'food', 'drink']",IRL,509672,67852884,12374
589,florryworry,en,['English'],Europa Universalis IV,67584,25270623,11627
590,fobm4ster,en,['English'],Black Myth: Wukong,519291,31062476,27254
591,esacarry,pt,"['Português', 'LEAGUEOFLEGENDS']",Virtual Casino,29452,63162874,29449
592,enkk,it,"['cooking', 'gigachad', 'almostchiavable', 'averaged', 'Italiano', 'aiguru', 'retrotopico', 'adultista', 'esiziale', 'turlupinante']",shapez 2,725952850,52443328,15472
593,ewroon,pl,['Polski'],Just Chatting,509658,82197170,54417
594,fabrizioromano,en,fabrizioromano,Sports,518203,683703013,6636
595,facefoot,en,['English'],Diablo IV,515024,81423079,289
596,elweroking,es,"['Español', 'Vtuber', 'brawlstars']",ROBLOX,23020,211447548,476
597,fakemonster,fr,['Français'],Just Chatting,509658,90250629,20898
598,fcsm_kefir,ru,"['Fifa', 'Русский']",EA Sports FC 24,143106037,45190616,7468
599,fiizy,en,"['fiizy', 'mc', 'minecraft', 'hypixel', 'bedwars', 'hardcore', 'English']",Minecraft,27471,169638772,1473
600,ernesbarbeq,es,"['Español', 'KOI', 'barbe', 'ADC']",Black Myth: Wukong,519291,41879247,21484
601,gensyxa,ru,"['Русский', 'gensyxa']",Just Chatting,509658,81623587,27408
602,givinglifetop,ru,"['PvE', 'DropsActivated', 'Русский', 'GivingLifeTop', 'Mykas', 'WoW', 'dragonflight']",ELDEN RING,512953,116528496,4652
603,gom4rt,fr,['Français'],60 Seconds! Reatomized,770229477,149220653,10551
604,fritterus,ru,"['Hearthstone', 'Battlegrounds', 'ПоляСражений', 'Умом', 'Русский', 'English']",Hearthstone,138585,25058522,11013
605,fundy,en,fundy,Just Chatting,509658,93028922,27708
606,frankkaster,es,"['stream9z', 'streamer9z', 'Español']",Counter-Strike,32399,61504845,5855
607,geef,en,"['English', 'Australian', 'YourRealDad', 'Voice', 'Chıll', 'DropsEnabled']",Hunt: Showdown 1896,500188,51465465,11099
608,giantwaffle,en,"['English', 'Comfy', 'Cozy', 'ADHD']",Just Chatting,509658,22552479,29708
609,godjj,zh,"['中文', '启用掉宝']",Honkai: Star Rail,213930085,11561802,33151
610,goldglove,en,"['TeamNoWipe', 'GoldGlove', 'English', 'Parascrote', 'PortlandTrailBlazers', 'SeattleMariners', 'DadsOfTwitch', 'ADHD']",Escape from Tarkov,491931,1518077,12681
611,gongparipa,ko,['한국어'],Just Chatting,509658,84016053,26324
612,follentass,ru,['Русский'],Just Chatting,509658,230768385,19498
613,fragnance,en,['English'],World of Warcraft,18122,25084072,9637
614,grimm,en,['English'],VALORANT,516575,191043512,23780
615,grubby,en,"['English', 'Multiplayer', 'Mindset', 'Orcs', 'Robots', 'RealTimeStrategy', 'TurnBasedStrategy', 'CardGames', 'RPGs']",Black Myth: Wukong,519291,20992865,40343
616,governor,en,['English'],VALORANT,516575,83428908,22910
617,grandpoobear,en,"['hotmen', 'VisualASMR', '1', 'crack', 'drama', 'English', 'poo']",shapez 2,725952850,53831996,12432
618,gohamedia,ru,"['gohamedia', 'games', 'events', 'garro', 'Русский']",Black Myth: Wukong,519291,31809543,8356
619,grafo,es,['Español'],League of Legends,21779,40266934,42512
620,freyzplayz,en,['English'],Just Chatting,509658,409760532,8006
621,georgeciupilan0,it,georgeciupilan0,Just Chatting,509658,678061966,24
622,freemok2,ru,"['Englísh', 'Русский', 'Українська']",Casino Simulator,1506110656,227780908,18298
623,gafallen,pt,"['trybe', 'Português']",Counter-Strike,32399,37287763,35814
624,gemita,es,['Español'],IRL,509672,471811595,24294
625,get_right,en,"['CS2', 'counterstrike', 'English', 'playing', 'Charity', 'CharityFundraiser', 'CharityStream', 'VarietyGamer']",Counter-Strike,32399,38024128,7269
626,ghazzytv,en,"['english', 'educational', 'Guide', 'drops', 'entertainment', 'fun', 'chill', 'English', 'Teaching']",Path of Exile,29307,23050280,15316
627,fps_shaka,ja,"['日本語', 'ネタバレ禁止', 'ネタバレ注意', '大会のネタバレ禁止', '匂わせしないで', '聞いたら教えて']",FINAL FANTASY XIV ONLINE,24241,49207184,201687
628,freakazoid,en,"['BOOMER', 'ADHD', 'WORKOUT', 'gym', 'Hottub', 'English', '420', 'pro']",Counter-Strike,32399,26959170,9388
629,gamergirl,en,['English'],League of Legends,21779,97782954,15249
630,geefe,pt,"['Study', 'Pomodoro', 'Livros', 'Literatura', 'Sprints', 'CoWorking', 'CoStudy', 'Foco', 'studyWithMe', 'Português']",Just Chatting,509658,198337474,5349
631,gnu_live,de,"['safeplace', 'safezone', 'safetalk', 'verbündete', 'safespace', 'Deutsch', 'horrorgamestreamer', 'Horror', 'cozygaming', 'Storygames']",Games + Demos,66082,88006635,25613
632,fortnite,en,"['Esports', 'English']",Fortnite,33214,55125740,67082
633,gabi,en,gabi,gabi,gabi,746229857,29858
634,greenish,en,['English'],Grand Theft Auto V,32982,176337442,5922
635,gronkh,de,"['TollerStream', 'SoEinTollerStream', 'EinfachNurToll', 'Wirklich', 'toll', 'Deutsch']",Just Chatting,509658,12875057,97847
636,glorious_e,en,"['PVP', 'Vibes', 'Chill', 'Smile', 'PVE', 'English', 'Türkiye', 'Danmark', 'EFT', 'tarkov']",Escape from Tarkov,491931,63304572,21779
637,gobgg,fr,['Français'],League of Legends,21779,40760591,16026
638,gloriamatvien,en,"['kpop', 'irl', 'dance', 'English', '댄스', 'Русский']",Just Chatting,509658,188614162,25119
639,gn_gg,ru,['Русский'],Casino Simulator,1506110656,95793204,9338
640,godhunt,uk,"['Українська', 'losestreak', 'ToxicStreamer', 'crying', 'helpme']",Dota 2,29595,28295429,22712
641,gamesdonequick,en,"['English', 'speedrun', 'FrameFatales', 'Rerun']",Special Events,509663,22510310,50493
642,ggwplanaya,ru,"['Русский', 'perfect', 'перфект']",Dota 2,29595,40256210,5739
643,genius_mad,ko,['한국어'],Path of Exile,29307,138383895,5248
644,gordaopd,pt,"['Português', 'CPXTATEGA', 'cpx', 'Elements']",Virtual Casino,29452,57608231,44
645,gotaga,fr,['Français'],Call of Duty: Modern Warfare III,1337444628,24147592,218688
646,fuji720x,en,"['English', 'Football', 'eafc24']",EA Sports FC 24,143106037,42143654,10550
647,gearbaby1010,zh,"['主打技術', '顏值還行', '中文', '棋靈王']",Teamfight Tactics,513143,162323092,39198
648,foxenkin,en,"['ASMR', 'tingles', 'Relax', 'satisfying', 'ADHD', 'CuteStreamer', 'English', 'Cozy']",ASMR,509659,452985358,28378
649,froggen,en,"['English', 'Anivia', 'leagueoflegends', 'Froggen']",League of Legends,21779,38865133,28769
650,frost_,en,"['English', 'Rust', 'Frost', 'DropsEnabled']",Rust,263490,140870994,96
651,ggbb528,zh,"['中文', 'English', '한국어', '訂閱免廣告', '日文']",League of Legends,21779,35154593,12456
652,gladd,en,"['English', 'Relatable', 'Chill', 'ChallengeRun', 'Unfiltered']",Black Myth: Wukong,519291,81628627,37194
653,foolish,en,['English'],Just Chatting,509658,145015519,77822
654,forsen,en,['English'],Black Myth: Wukong,519291,22484632,124294
655,froste,en,['English'],froste,froste,97186917,88
656,frttt,pt,"['Português', 'valorant', 'fps']",Black Myth: Wukong,519291,30458295,49384
657,gackt_n,ja,['日本語'],Super Smash Bros. Ultimate,504461,137362078,7864
658,gernaderjake,en,"['Community', 'Hype', 'Destiny', 'TrialsofOsiris', 'Friendly', 'English', 'Bungie']",Destiny 2,497057,1423946,42248
659,granny,en,"['denab', 'Old', 'iAppreciateit', 'English']",Crime Scene Cleaner,343455332,412027243,10641
660,gratis150ml,pt,"['Gratis', 'LOL', 'Português', 'RPG', 'pilates', 'wow', 'Tibia', 'Ravendawn']",Mechabellum,515881069,52203144,40735
661,forweark,es,"['Slots', 'Español', 'charlar']",Slots,498566,184189096,13560
662,francoescamillalive,es,['Español'],Always On,499973,458195235,2808
663,garenatw,zh,['電競'],League of Legends,21779,28462004,148
664,generalqw,ru,"['дофаминовыекачели', 'Украина', 'Русский']",Casino Simulator,1506110656,89746245,23323
665,georgenotfound,en,['English'],Just Chatting,509658,474849254,150339
666,goes_x,es,"['CHARLANDO', 'Español', 'gameplays']",Grand Theft Auto V,32982,228598214,10933
667,gronkhtv,de,['Deutsch'],Kingdoms of Amalur: Reckoning,27340,106159308,49067
668,gskianto,it,['Italiano'],I'm Only Sleeping,498592,150436863,40118
669,fuslie,en,['English'],fuslie,fuslie,83402203,53098
670,gabbodsq,it,"['GaBBoDSQ', 'Italiano']",Black Myth: Wukong,519291,45139193,17855
671,galeguins,pt,['Português'],Grand Theft Auto V,32982,447773658,45277
672,gaules,pt,"['Português', 'brazil', 'Portugues', 'Brasil']",Counter-Strike,32399,181077473,393697
673,geksagen,ru,"['Россия', 'Украина']",Just Chatting,509658,100138916,2087
674,gluhammer,pl,['Polski'],Teamfight Tactics,513143,36912126,8130
675,gmhikaru,en,"['Strategy', 'Competitive', 'English', 'FamilyFriendly']",Chess,743,103268673,80461
676,gonsabellla,es,['Español'],IRL,509672,405208912,16912
677,fr_zod,fr,fr_zod,Just Chatting,509658,252428210,4056
678,fyrexxx,hu,"['Nessaj', 'Magyar']",F1 24,627798963,40261250,11625
679,grimnax,tr,"['türkçe', 'Türkçe', 'Turkish', 'variety']",Grand Theft Auto V,32982,16146075,12357
680,grapplr,en,['English'],Black Myth: Wukong,519291,147375470,9907
681,grimmmz,en,"['Solo', 'English', 'Chıll', 'Hardcore', 'fps', 'Shooter', 'RPG', 'Adventure']",Black Myth: Wukong,519291,9679595,44794
682,general_hs_,ru,"['GIGAEBIR', 'GIGACHAD', 'FSOLAGAMING', 'BALD', 'LOL', 'Русский', 'WEAKSIDEKING', 'English', 'highskill']",League of Legends,21779,62651386,13241
683,grenbaud,it,"['Cabaret', 'Improvvisazione', 'Pectus', 'Stempia', 'Italiano']",Just Chatting,509658,568747744,56444
684,fpsthailand,th,"['ไทย', 'ภาษาไทย']",PUBG: BATTLEGROUNDS,493057,38539112,62949
685,genburten,en,"['English', 'apex', 'Controller', 'apexlexgends', 'apexrankedgrind']",Apex Legends,511224,135175880,31958
686,franio,pl,"['IRL', 'Polski']",Just Chatting,509658,109027939,6898
687,gamersclubcs,pt,"['Esports', 'Português']",Counter-Strike,32399,147734961,3824
688,germench,de,"['Deutsch', 'Speedrun', 'Esports']",Special Events,509663,68240113,1481
689,gingitv,en,"['English', 'worldoftwarcraft', 'DropsEnabled']",World of Warcraft,18122,28241419,18941
690,folagorlives,es,"['Español', 'drops']",Black Myth: Wukong,519291,30857876,35756
691,fragolaqt,it,"['challenger', 'Italiano']",League of Legends,21779,139695853,11293
692,gingy,en,"['FPS', 'Chill', 'Solo', 'ADHD', 'Tarkov', 'PvP', 'English', 'oncehuman']",Escape from Tarkov,491931,94130217,22902
693,goncho,es,['Español'],Just Chatting,509658,114635439,77285
694,gorgc,en,['English'],Dota 2,29595,108268890,109454
695,franchiseglobalart,zh,franchiseglobalart,Just Chatting,509658,525706750,7342
696,gabbydm,en,"['gabby', 'black', 'gta', 'gabbydm', 'gtarp', 'D10', 'District10', 'English']",Grand Theft Auto V,32982,214999550,2056
697,gp_tv,en,"['English', 'GirlsPlay', 'Comedy', 'Horror', 'roulette', 'ChatInteraction', 'Randomized']",The Wendigo,496102,52763608,2706
698,grendy,pl,"['Polski', 'aktorstwogłosowe', 'CoCoRP', 'GTAvRP', 'grendy', 'Grendy', 'odgrywanieról', 'odgrywanieroli', '5city', 'minecraft']",Just Chatting,509658,41875213,18200
699,fresh,en,fresh,Fortnite,33214,38594688,1050
700,gius,fr,['Français'],Delta Force,1282866981,75373669,13726
701,haxxnini,ko,['한국어'],Just Chatting,509658,514457856,26015
702,horcus,es,"['Español', 'España', 'Valorant', 'Radiant', 'Multiplayer', 'Gaming', 'Competitivo', 'Spanish', 'English', 'Competitive']",VALORANT,516575,34371079,18649
703,igorghk,ru,"['Русский', 'интерактив', 'igorghk', 'динамо']",Games + Demos,66082,23308993,7735
704,iltw1,ru,['Русский'],Dota 2,29595,141477796,12133
705,hjune,en,"['rust', 'hjune', 'pvp', 'survival', 'interactive', 'English']",VALORANT,516575,121111915,41457
706,hutchmf,en,"['English', 'DropsEnabled']",Arena Breakout: Infinite,401587136,180118013,43432
707,hyren7,ko,['한국어'],Just Chatting,509658,130289619,5602
708,ifrostbolt,en,"['spanish', 'community', 'pVp', 'VIbes', 'destiny2', 'Horror', 'PvE', 'English']",Black Myth: Wukong,519291,77913099,34353
709,gsmvoid,en,"['English', 'DropsEnabled']",Spectre Divide,1451084268,81764480,19960
710,h920103,ko,['한국어'],Minecraft,27471,138094321,11582
711,heystan,de,"['Lehrreich', 'MitZuschauerSpielen', 'Mobile', 'Fuchsmädchen', 'Deutsch', 'German', 'NoFilter', 'berghain']",Special Events,509663,63736545,19359
712,hisandherslive,en,"['Chatty', 'English', 'Tournament', 'CoupleGamers', 'tournaments', 'Ambassadors', 'CommunityGames', 'DropsEnabled']",Apex Legends,511224,24112133,10191
713,icemanisaac,en,"['English', 'Veteran', 'warzone']",Call of Duty: Warzone,512710,71445641,20082
714,ikitty,en,"['nopixel', 'GTAV', 'GTAStreamer', 'GTARP', 'Redline', 'girlgamers', 'English', 'Filipina']",PlateUp!,1115711128,86879544,10511
715,ilame,ru,"['шизофрения', 'длявсейсемьи', 'умиротворение', 'noagressive', 'фокусы', 'никакойполитики', 'asmr', 'BASED', 'БазированнаяЛичность', 'УВЫ']",Path of Exile,29307,87791915,40990
716,imfiredup,en,"['English', 'mage']",World of Warcraft,18122,44923106,3717
717,guanweiboy,zh,['中文'],League of Legends,21779,150989534,34661
718,guit88man,ru,"['Русский', 'caliberdrops']",Project MALLOW,1363386179,25604128,21492
719,hiko,en,['English'],VALORANT,516575,26991127,85376
720,hirona,en,"['English', 'Roleplay', 'GrandTheftAutoV', 'NoPixel', 'Comedy', 'Storytelling']",Grand Theft Auto V,32982,39655944,24601
721,harbleu,en,"['English', 'DropsEnabled']",Overwatch 2,515025,4329841,13434
722,heikki360es,es,"['jeidi', 'heikki360', 'heikki', 'jeidi360', 'iracing', 'assettocorsa', 'assettocorsacompetizione', 'gt7', 'f1', 'Español']",GeoGuessr,369418,58573771,8519
723,hejin0_0,ko,['한국어'],Just Chatting,509658,143754803,15993
724,hekokitaiworld,ja,['日本語'],Pawafuru Puro Yakyuu 2024-2025,1183847148,543114323,4671
725,gustavocsgoyt,es,"['roleplay', 'gustavocsgo', 'Gustavo', 'RP', 'GTAV', 'serversrp', 'Español', 'Bellum']",Grand Theft Auto V,32982,161342599,5928
726,guzu,en,"['English', 'DropsEnabled']",Just Chatting,509658,210983926,12967
727,h3h3productions,en,['English'],Just Chatting,509658,62438432,437
728,hachubby,en,"['English', 'Variety', 'gaming']",Just Chatting,509658,195166073,24191
729,illojuan,es,['Español'],Just Chatting,509658,90075649,124464
730,ilmasseo,it,"['sarcasmo', 'Italiano', 'stronglanguage']",Sports,518203,55933037,57838
731,iamcristinini,es,['Español'],League of Legends,21779,123922797,86362
732,idreau_,fr,['Français'],F1 Manager 2024,1863055416,486205216,7482
733,imaqtpie,en,['English'],Teamfight Tactics,513143,24991333,74687
734,gunguno,zh,"['顏值', '射擊', '幽默', '大談', '中文', '勞工', '錢來就幹', '夾娃娃', '掉宝開启']",Just Chatting,509658,31673401,23005
735,heyar,fr,"['survie', 'coop', 'eco', 'irl', 'RP', 'simulateur', 'Français']",Dr GreenStuff,499734,43043577,13235
736,holak1337,pl,['Polski'],Just Chatting,509658,32054323,34689
737,hype,tr,['Türkçe'],Just Chatting,509658,89408007,45982
738,guddummit,ru,['Русский'],Hearthstone,138585,159782005,13431
739,hastad,pt,"['lol', 'Challenger', 'Português', 'Español', 'Vayne']",League of Legends,21779,26857029,18996
740,hellyeahplay,ru,"['Русский', 'Повтор']",Just Chatting,509658,76441880,11701
741,ibai,es,"['Español', 'IRL', 'Chatting', 'KOI']",ELDEN RING,512953,83232866,778341
742,icebergdoto,ru,"['meedorfeed', 'наборформы', 'iceberg', 'based', 'База', 'Русский']",Dota 2,29595,115842730,71998
743,imls,en,"['English', '한국어Korean']",League of Legends,21779,26513896,4369
744,heyimbee,en,"['English', 'ViewerRewards']",heyimbee,heyimbee,26903378,16735
745,holisofi,es,"['Anime', 'Análisis', 'Español']",Just Chatting,509658,590577283,10116
